comment_id,text,source,overall,plot,acting,director,music,visual,confidence
77992ab20693,"xem full trên rophim rồi , gọi là xem nhẹ_nhàng thư giãn nhẹ_nhàng thư giãn thôi , chứ không phải xuất_sắc nha",facebook_new,neutral,none,none,none,none,none,0.88
063a8dcbb0fb,"cá_nhân mình thấy phim này hợp với độ tuổi đã đi làm hơn , xem mới thấy hết được cái hay . còn trẻ_con xem vẫn được , nhưng màu phim hơi tối ( kém sặc_sỡ ) , nhịp cũng chậm_rãi nên không thu_hút trẻ_em lắm . dù con mình xem cũng cười hihihaha nhưng chốt lại nó bảo zootopia hay hơn",facebook_new,positive,positive,none,none,none,negative,0.85
7db07fcf9660,"trẻ_con thì thấy hài . chứ người_lớn xem thì thấy đồng_cảm , sâu_sắc b ak",facebook_new,positive,positive,none,none,none,none,0.85
b015600ec80b,"nhen_nhóm có trên rổ đã xem , thấy nó hay và ý_nghĩa . hôm_kia ra rạp coi bản lồng_tiếng vẫn thấy hay",facebook_new,positive,positive,none,none,none,none,0.92
fb4b40040c99,"phim này được đài_truyền_hình của tq đưa lên để ca_ngợi mà , chung có mấy bộ như phàm nhân tu tiên , linh lung , natra 2 , ... thì đảm_bảo không dở",facebook_new,positive,none,none,none,none,none,0.88
353174d4cfa1,hãy tới nổi tui coi rạp và coi lậu luôn rồi . phải nói là bản lậu giọng nhân_vật hay hơn bản lồng_tv,facebook_new,positive,none,positive,none,none,none,0.85
ffbdebbe776a,phim hay vãi thề mọi thứ vừa đủ không dài_dòng vừa cười vừa đạo_lý vừa hay,facebook_new,positive,positive,none,none,none,none,0.95
18259b261bdd,trước có 1 đoạn phim hoạt_hình ngắn cũng kể về 1 con lợn tinh như này đúng không ae . kết là ngộ không đến cạnh lúc nó sắp chết nhưng không kết_liễu nó mà_lại cứu nó,facebook_new,none,neutral,none,none,none,none,0.92
fcb046936442,phim quá tuyệt_vơi . mới xem xong . khá phù_hợp cho mấy anh_em mới lớn đang phân_vân với cuộc_đời,facebook_new,positive,positive,none,none,none,none,0.92
d9061d51d327,xài internet exploser vui ) ) phim tuyệt_vơi không ôiii,facebook_new,positive,none,none,none,none,none,0.85
257145d6df3b,không có cửa đi oscar đâu tha giùm,facebook_new,negative,none,none,none,none,none,0.92
07fc6b7f08a8,tôi bớt nhân_vật . oscar nó cần thể_loại phim có não hơn bạn ạ . chứ cái kết bắt_chước parasite thế này đem ra quốc_tế họ nhận ra là thứ copy vô liêm_sỉ liền đấy,facebook_new,negative,negative,none,none,none,none,0.88
dafa9a40c7c5,xàm nhất là nó có 1 chân mà mấy ba mấy mẹ làm không lại nó . chạy cũng không lại luôn,facebook_new,negative,negative,none,none,none,none,0.85
9e7cf04ae067,không đâu bạn cục điện_ảnh bắt_đầu biết chọn phim đi tranh giải hơn rồi ,facebook_new,positive,none,none,none,none,none,0.85
f7f882bd28f8,"phim như quần , tự_nhiên chết",facebook_new,negative,negative,none,none,none,none,0.88
db510ba1644e,chắc anti chứ hả ? người_ngoài như tao còn biết  tổn lùi sánh_vai  nữa tết rảnh dell có gì làm thì coi bậy chứ hàn_lâm mẹ gì mà đòi đề_cử oscar,facebook_new,negative,none,none,none,none,none,0.88
55a0e8411e2d,đang ỉa phải đứng dậy vỗ_tay lun á,facebook_new,positive,none,none,none,none,none,0.85
b32526992c3a,"thôi dẹp đi xem vui chứ chả có chút thực_tế hay đời_nào cả , phim cứ kiểu cố_ý nặng_nề tiêu_cực hoá lên ...",facebook_new,negative,negative,none,none,none,none,0.88
883fd24287ac,vừa nhảm vừa xàm diễn viên thì đơ . nó chỉ dùng lí thuyết nói trúng tâm lú nhiều đôi vợ chồng thành ra được tâng lên,facebook_new,negative,negative,negative,none,none,none,0.92
42fc21c38759,", vợ tui xem rồi về dắt tui đi xem bảo coi kêu nó hay , tui coi thì thấy nó tào_lao quá mức ...",facebook_new,negative,none,none,none,none,none,0.92
a47459e9817e,"biết sao mấy bà nữ kêu hay hông . tại đánh trúng tâm_lí hay ghen của mấy bà đó á . tui cũng là nữ nhưng tui thấy xàm . kiểu đưa ra 1 mớ triết_lí 3 xu , nhưng nó lại hợp thị_hiếu với nhiều người . nên ai cũng kêu hay . riêng tôi ngồi ngáp á",facebook_new,negative,negative,none,none,none,none,0.88
3b26eeabfd6d,chỉ được mâm_xôi vàng tất_cả các hạng_mục chứ oscar cc à vui ) ),facebook_new,negative,none,none,none,none,none,0.88
496a7207f431,3 / / / ke cay khi thấy phim việt rạng danh thế_giới,facebook_new,positive,none,none,none,none,none,0.92
1d63b28bc856,quá không dị xem ồn nội_dung cũng không truyền_tải được gì,facebook_new,negative,negative,none,none,none,none,0.88
89a4ccdc2682,"phôn như lìm , chả hiểu sao cũng có đứa khen phim xem "" được "" đúng như thèn chê nói vô rạp nặng bánh nao thì 10 / 10 tại màu phim tối",facebook_new,negative,none,none,none,none,negative,0.88
7e18bf3da4b7,"phim đíu gì mà 1 thằng què chấp 3 pha cuối , chưa kể nhà còn là nhà 3 đứa hiểu mọi ngóc_ngách . xem mà thấy cáu",facebook_new,negative,negative,none,none,none,none,0.88
092b2c7023d3,"hôm_qua vừa_mới đi xem xong . tôi nghĩ kết phim nên chỉ dừng lại ở phần tự_thú của tk phong là được rồi , đến đoạn tk kim cầm dao vào nhà nó lố vl ra . so với phim mai chỉ được 5 / 10 thôi",facebook_new,negative,negative,none,none,none,none,0.88
8e52b5fea6c7,vì tôi đã nuốt không trôi bộ phim ni .,facebook_new,negative,none,none,none,none,none,0.96
9ebd2a953725,"chứ thỏ dở_vãi , văn mai hương gánh còng lưng",facebook_new,none,none,negative,none,none,none,0.88
4388d930bd51,tào khẳng_định phim này vào vừa chiều là bị chê liền ,facebook_new,negative,none,none,none,none,none,0.85
c02f7808c926,"phim v kêu ót ca cho thiên_hạ chửi , m la anti được vui ",facebook_new,negative,none,none,none,none,none,0.85
2cb8f5e5b75a,phim hạng b sinh ra để giải_trí kiếm tiền đòi oscar chính ổng còn bảo phim này chỉ mong hoà_vốn thì rõ là cũng chả đầu_tư gì nhiều rồi . này chắc joke chứ nếu mà chủ post nghĩ thế thiệt thì chịu,facebook_new,negative,none,none,none,none,none,0.88
b0aa1102fdd5,gửi cho bgk các giải nước_ngoài có_thể bị từ_chối thẳng,facebook_new,negative,none,none,none,none,none,0.85
1db7901cafcb,"kết không phải bị cắt mà phải làm thêm , sửa lại để chắp_vá vào cho_qua ải kiểm_duyệt của mấy cha mấy mẹ cục_bộ phèn_chua , nên lúc đó dân_chúng hùa nhau chửi phim quá trời vì đoạn kết làm cụt_hứng , mà phủ_nhận luôn cả bộ phim",facebook_new,negative,negative,none,none,none,none,0.88
57c869c7aaba,mấy ông bên kiểm_duyệt chán vcl . bộ phim có đường lưỡi bò thì cho chiếu còn phim vn thì phải cắt bỏ hoặc thậm_chí là phải cất kho,facebook_new,negative,none,none,none,none,none,0.92
f708a031e4a9,"tư_duy phèn ẻ , với mâu_thuẫn vl . phim nước_ngoài thì chấp_nhận ma_quỷ đủ thể_loại còn phim vn thì không chấp_nhận kêu sợ dân cuồng_tín vui )",facebook_new,negative,negative,none,none,none,none,0.88
e292b8548f63,tại mấy ông đó mà nền phim điện_ảnh việt giờ toàn rác . có ai dám đầu_tư mạnh để làm đâu vì sợ không qua được kiểm_duyệt ,facebook_new,negative,none,none,none,none,none,0.92
57fbd6723a45,giống như phim bụi đời chợ lớn .,facebook_new,neutral,none,none,none,none,none,0.85
b44d7292bf50,"không hẳn nhé , đồng_ý là kiểm_duyệt hơi quá_đà sẽ làm giảm sự đa_dạng của điện_ảnh , tuy_nhiên các bộ phim nằm trong vùng an_toàn thì cũng có làm hay éo đâu mà đi chửi kiểm_duyệt vui ) trách thì phải trách những thằng như TikTok với lh toàn ra phim nhổn làm , biên_kịch thì kém , diễn_viên thì đơ , tổng_hòa lại mới khiến điện_ảnh nước_nhà đi xuống",facebook_new,negative,negative,negative,none,none,none,0.88
5bf1cc61bd17,1 vé xem_lại nhưng đoạn nào có jun vũ vẫn phải bịt tai,facebook_new,positive,none,negative,none,none,none,0.88
c3cfa5336fcb,"diễn dở , thoại chán + đơ á b",facebook_new,none,negative,negative,none,none,none,0.96
623e976c583a,thấp bạn nhưng hay vc thề,facebook_new,positive,none,none,none,none,none,0.85
a6e8f305b1c4,"có 9 tỷ hơn thôi , lỗ nặng",facebook_new,negative,none,none,none,none,none,0.85
d6cc91db640b,"cách đây độ tháng vừa thấy bài kêu_gọi vv cho chiếu lại phim người bất_tử vì chắc_chắn doanh_thu sẽ cao hơn trc xong . trong lòng cũng hy_vọng chiếu lại , ai dè chiếu thật hihi",facebook_new,positive,none,none,none,none,none,0.88
592c265c5a06,thấy bảo chiếu kết khác,facebook_new,none,neutral,none,none,none,none,0.85
050a9a8f9fc9,"phim người bất_tử này mình đánh_giá hay nhất của viktor vũ . về tính sử_thi , văn_hóa , tình_yêu đôi_lứa . thế_mà được có 9 tỷ doanh_thu thì đúng ảo ma thật ",facebook_new,positive,positive,none,positive,none,none,0.92
8d1fc52a755d,lướt xuống cmt có ông bảo victo vũ có phốt gì đến đạo ý_tưởng của phim nước_ngoài có real không nhỉ ?,facebook_new,none,neutral,none,neutral,none,none,0.85
eeaa04fe283c,victor đạo ý_tưởng phim gì vậy ô ?,facebook_new,none,negative,none,negative,none,none,0.85
1ba1750f418a,học_hỏi nó khác với lấy 99 % từ nội_dung tới góc máy chứ m,facebook_new,none,negative,none,none,none,negative,0.88
7be2315b84f7,cũng được . đẹp gái phần nhìn chứ nhả thoại huheo quá . vn mình ít vụ lồng_tiếng nhỉ ?,facebook_new,neutral,none,negative,none,none,positive,0.85
3878bcd2717a,"vu thanh hai cái này thì mình được biết là phim đã dựng xong , nhưng không qua kiểm_duyệt nên phải edit lại . thì theo mình hiểu cách dễ nhất để lách lúc này là nói mọi thứ là mơ , việc quay thêm cảnh và edit vào cuối phim cũng đơn_giản nữa ( so với việc thay_đổi lại hoàn_toàn phim . chứ cũng chưa có nguồn chính_thống xác_nhận , cái này chỉ có_thể hỏi đạo_diễn thôi ạ . nhưng mình khá chắc đấy là cách họ làm trong case này .",facebook_new,none,neutral,none,none,none,none,0.85
452cbe9dbd42,"nhưng có ai thật_sự thấy cái kết đó không , hay đoàn phim nói miệng để gỡ_gạc cái dở của mình ? này m hỏi thật ! chắc gì cái kết "" gốc "" đó đã hay ? hay cũng dở và chưng_hửng ...",facebook_new,negative,negative,none,none,none,none,0.85
9fa32c653bdf,"không nên ra rạp xem_lại , mình vừa_mới xem ở rạp về cái kết y chan cũ không có đổi gì hết , thật là ức_chế , tưởng đổi cái kết ai dè bật",facebook_new,negative,negative,none,none,none,none,0.92
54416e70208d,xem tầm đoạn kết đ hiểu lắm . liệu đến cuối hùng có thật_sự ác và có tình_cảm thật với cái cô nhà ở biển kia không,facebook_new,none,negative,none,none,none,none,0.88
9676f329450d,"ai đi coi bản chiếu lại chưa , vẫn để đoạn tỉnh dậy ở bỉn làm cái kết hay cắt luôn khúc zô ziên đó rồi ?",facebook_new,none,neutral,none,none,none,none,0.85
769aeae10044,"ra rạp xem đi bạn , đáng đồng_tiền bát gạo",facebook_new,positive,none,none,none,none,none,0.96
eadeff93c5c9,e sẽ xem ạ tại mn hay bảo kết phim hay bị cắt nên e tò_mò hehe,facebook_new,none,neutral,none,none,none,none,0.85
992cc7061c98,"nữ chính có con bị bệnh hiểm_nghèo , đi tìm_hiểu thì nhặt được cuốn nhật_kí của 1 người đàn_ông nói về cuộc_sống bất_tử của mình . sơ_bộ thì là như_vậy , với cá_nhân mình thì phim này hay , nên xem",facebook_new,positive,neutral,none,none,none,none,0.92
f9d50ae0a8d5,"phim hay vãi cả lúa đó bạn , cái phim và cái nhạc đều hay ... khi em qua thung_lũng mà bóng đêm ghì bàn_chân á",facebook_new,positive,none,none,none,positive,none,0.95
d3b222a88350,coi trailer đi là hiểu vui ),facebook_new,positive,none,none,none,none,none,0.85
295951e5e0dc,bà đó ăn_may được 4 năm 2 chàng 1 tình_yêu do harry lu tự_nhiên nổi lại chứ phim đó cũng như c ( mà được cái nhạc phim hay ),facebook_new,negative,none,none,none,positive,none,0.88
27994e1a3ee5,phim những năm 2000,facebook_new,neutral,none,none,none,none,none,0.9
9ac3f70df4fa,làm cái poster xấu vđ vui ),facebook_new,none,none,none,none,none,negative,0.92
c9c7f20d141c,thua rác,facebook_new,negative,none,none,none,none,none,0.85
2052a76c953e,diễn_viên nhìn không cứu nổi rồi mấy đứa ơi,facebook_new,none,none,negative,none,none,none,0.95
d707279e2660,nhét đủ mặt dàn diễn viên vô poster mới chịu 10 phim việt nam hết 11 phim làm y chang,facebook_new,negative,none,none,none,none,none,0.88
4304a7a02d93,sẵn đây tao nói luôn thua phim sếch,facebook_new,negative,none,none,none,none,none,0.92
09f34f384a54,"ngày_xưa quảng_cáo hoàng quý muội cho lắm vào rồi kết phim chưng_hửng , không đầu không cuối",facebook_new,none,negative,none,none,none,none,0.96
d1dd8fde0d43,bú có được gạo_cội bảo_chứng ý_nghĩa gia_đình và nam chính hạng a tuyệt_vơi lưu_diễn_xuất . đảo bảo bom tấn phòng vé,facebook_new,positive,positive,positive,none,none,none,0.88
ba556b3117e3,chị vân trang đóng phim này được vậy trời vui ) ) không hiểu luôn á,facebook_new,none,none,positive,none,none,none,0.88
658203136a23,nếu mai thu huyền là nhà sản_xuất thì là bảo_chứng cho thảm_họa phòng vé,facebook_new,negative,none,none,negative,none,none,0.88
664e1349a752,"phim build chắc tầm 6 tháng , kịch_bản không_thể chỉnh chu được nên dở là điều được đoán trước , phim doanh_thu cao nhờ lượng fan khủng , phép vô_hạn suất chiếu và tính tò_mò",facebook_new,negative,negative,none,none,none,none,0.92
a76df5890c70,nếu chỉ nhờ fan thì phim trấn thành không đủ để mức doanh_thu quá 100 tỏi đâu vui ),facebook_new,negative,none,none,none,none,none,0.88
5ee256852746,"kỳ phong đr , nên năm nào ổ cũng phải chạy để ra phim tết là thế . chứ kịch_bản , tất_cả mọi thứ chỉ vỏn_vẹn trong mấy tháng rồi dàn diễn_viên nguyên dàn say hi v thì s mà hay được . dàn diễn_viên 1 2 người thì không nói , còn này là hơn nửa phim là a trai e xinh rồi vui )",facebook_new,negative,negative,negative,none,none,none,0.88
cf89665f28f2,"các phim khác cũng đâu thiếu ngôi_sao , cameo , ... nếu tính sức hút thì ở thời_điểm hiện_tại hiếu thứ 2 hay atus đủ đè_bẹp hết các sao khác của phim TikTok rồi",facebook_new,none,none,positive,none,none,none,0.88
a6af2aed1695,"doanh_thu không bảo_chứng chất_lượng nhưng nó cho thấy phim được phần_đông khán_giả công_nhận và đánh_giá tốt . rất nhiều phim có doanh_thu cao nhưng chất_lượng không tốt thì về sau cũng sẽ bị khán_giả quay lưng thôi , ví_dụ như loạt transformers là 1 ví_dụ . còn riêng TikTok thì từ bố_già đến nay là đã ra tận 5 phim đều thành_công thì thành_công đó chắc_chắn không phải là ăn_may hay nhờ các yếu_tố ngoài_lề khác rồi vui )",facebook_new,positive,none,none,none,none,none,0.88
73d64af2aea0,"không có sao nào đủ sức để kéo doanh_thu đến 300 - 400 tỷ cho 1 bộ phim đâu bạn . làm phim thắng ở vn phải có chất_lượng tốt hoặc đánh trúng thị_hiếu , tâm_lý khán_giả",facebook_new,none,none,negative,none,none,none,0.85
abff5b52b26f,"bạn ơi , sức ảnh_hưởng của hth hay atus là có nhưng nhiều cameo cộng lại thì thừa nha . doanh_thu cao là do đúng dịp + hiếu_kì + xem về để chê + chưa kể vốn đoàn phim bỏ vô để kích_cầu nữa . doanh_thu cao đồng_nghĩa marketing tốt và khâu pr giỏi ( này phải khen ) nhưng nói được đánh_giá tốt thì xem_lại . nói_thẳng luôn , thị truong phim viet nam còn dễ_tính và không yêu_cầu cao đó lí_do vì_sao nền điện_ảnh dậm chân tại_chỗ . bạn so transformer được ok mình nói cho bạn hiểu đó là phim hollywood địa phần doanh_thu ở việt nam không có ảnh_hưởng gì đâu bạn và nó thua vì khán_giả khắp thế_giới khắt_khe hơn viet nam nhiều nên bạn khỏi so phim trấn thành . tóm lại , trấn thành giỏi là công_nhận nhưng xuất_sắc mảng đạo_diễn thì chưa phải bây_giờ .",facebook_new,negative,none,none,negative,none,none,0.88
cc7a8f908d43,đang rãnh nên nói này luôn . phim thắng do đánh trúng thị_hiếu và tâm_lý là đúng nhưng nói chất_lượng thì ở mức trung_bình . khen chất_lượng tốt thì phải xem_lại coi thật không ? hay khen để lấy tiếng do vậy mà phim việt chỉ chiếu nội_địa thôi .,facebook_new,neutral,none,none,none,none,none,0.88
0001324b0145,"kỳ phong nói transformers là nói_chung cả thế_giới chứ không gì vn nhé , phim này từng được coi là phá vỡ các quy_chuẩn khi mà nội_dung bị chê tơi_tả nhưng doanh_thu vẫn cao nhưng cũng chỉ được có 4 phần đầu_tiên về sau khán_giả cũng quay lưng thôi , dù cho thương_hiệu nổi cỡ nào mà chất_lượng không tốt thì cũng không duy_trì được vui ) )",facebook_new,negative,negative,none,none,none,none,0.88
0d39681d28c3,xét về thương_hiệu và mọi yếu_tố khác trước khi chiếu thì ai cũng sẽ nói lý hải sẽ vẫn là vua phòng vé dịp 30 / 4 - 1 / 5 nhưng thực_tế là thương_hiệu làm chỉ thắng được thám_tử kiên ở những tuần đầu_tiên còn về sau khi chất_lượng lm8 không tốt còn ttk được hiệu_ứng truyền_miệng tốt thì cuối_cùng doanh_thu ttk lại vượt lên giành chiến_thắng nha vui ) ),facebook_new,negative,none,none,none,none,none,0.85
4cfa016f308e,bộ tứ báo thủ coi chán_ngắt,facebook_new,negative,none,none,none,none,none,0.95
46aea563ec90,"hay_là rõ chứ sao nữa , phản_hồi của khán_giả đại_trà rất tốt vui ) )",facebook_new,positive,none,none,none,none,none,0.92
99aedff6435b,đúng là quảng_bá cái lồng_bàn gì cũng dám nói được,facebook_new,negative,none,none,none,none,none,0.85
68db366f972c,phim đó còn tệ hơn,facebook_new,negative,none,none,none,none,none,0.96
9bd42a17c38a,"đúng , âm điểm . trộm_vía tuyển diễn_viên nó đơ he",facebook_new,negative,none,negative,none,none,none,0.88
98036924cd4c,"bớt xàm . minh anh diễn vai nào ra vai đó , chứ không phải như em hương bê cái nết từ ngoài đời lên trên phim đâu . chỉ mấy đứa toàn xem phim tiktok , phim youtube mới tưởng diễn kiểu trừng mắt lườm_nguýt là hay .",facebook_new,none,none,positive,none,none,none,0.88
7413f26f767d,cả film thấy ma_diễn ổn nhất luôn . tg thì bê nguyên khuôn_mặt từ kịch vào điện_ảnh . góc_quay nhức mắt và tình_tiết cứ bị rời_rạc kiểu zi í . nói_chung là xem tạm vì đi cùng 1 làng trẻ_con thôi chứ đi 1m thì không phải gout,facebook_new,negative,negative,positive,none,none,negative,0.92
180ef7ee28aa,"mỗi người thôi vui ) ban_nãy mình đi xem thấy ổn mà , không đến mức 2 / 10",facebook_new,positive,none,none,none,none,none,0.85
dc1f80bcea48,"miền bắc đây có phải chụp lại vé beta tây sơn không ? tôi với bạn tôi đều thấy tạm ổn , 6 / 10 . cái này nó là tuỳ gu mỗi người thôi chứ nam bắc cái gì",facebook_new,neutral,none,none,none,none,none,0.85
069488c2f1bf,"miền bắc nè , hầu_hết phim trấn thành tôi đều thấy từ mức khá trở lên , chất_lượng hơn khá nhiều các phim việt khác vui )",facebook_new,positive,none,none,none,none,none,0.92
884c8e4c33d0,"miền nam đây . sinh ra ở quận 1 . xem 365 + phim mỗi năm , viết về phim mỗi ngày và thấy thỏ ơi không hay , không lạ và cũng không tạo được sự đồng_cảm tối_thiểu .",facebook_new,negative,negative,none,none,none,none,0.92
9d5c7b85152d,miền bắc đây cũng thấy hay nhé ! không đến mức wao nhưng xem ok ! 7 / 10 !,facebook_new,positive,none,none,none,none,none,0.92
d39980d5dbac,mấy người mà chê luôn_thể_hiện bản_thân hơn người khác nhưng thật_ra chả hơn ai cả . rõ là phim sát với thực_tế như vậy_mà vẫn chê . tôi thấy nội_dung phim giống với nhiều hoàn_cảnh tôi từng gặp nên tôi thấy hay,facebook_new,positive,positive,none,none,none,none,0.92
4296158e243e,"anonymous participant 788 thực_tế của ai ? của gia_đình bạn hay sao ? sài_gòn mà nhiều người giống cái phim này chắc đổi tên thành gotham rồi , bạn nhé .",facebook_new,negative,none,none,none,none,none,0.85
5666a397227d,"thật lòng mà nói tôi thấy xem cũng được , chả có gì mà phải bị 2đ cả",facebook_new,positive,none,none,none,none,none,0.92
2008e470a87b,"mình thừa_nhận mình là khán_giả khắt_khe , thôi_thì sau_này không bao_giờ kỳ_vọng cao vào TikTok nữa . nếu khán_giả việt cứ dễ_dãi và không khắt_khe thì điện_ảnh thụt hậu lắm .",facebook_new,negative,none,none,none,none,none,0.85
958061e9182a,"đú ai đồ chu yêu nên phim dở vẫn đạt doanh_thu , kieu nhu bai hát không hay la fan đônv vân lên top ý",facebook_new,negative,none,none,none,none,none,0.88
cb8f6fa6cb83,"phim việt dị la ok gòi , coi thử phim của thu trang đi roi ói chán hơn ",facebook_new,positive,none,none,none,none,none,0.85
781dc5ef892d,"người_ta hoàn_toàn có_thể bỏ tiền đi xem phim hay thật_sự mà , sao phải xem 1 phim mình thấy dở chỉ vì có phim khác dở hơn vậy",facebook_new,negative,none,none,none,none,none,0.88
ede8e8530d6c,"phim thì đấy , tiền_túi ai thích coi thì coi . nhưng người_ta chê phim dở thì m lôi phim dở hơn ra để khè . rồi  tôi chê thì có đầy người khen ",facebook_new,negative,none,none,none,none,none,0.88
a209dba895d3,"ráng rặn ra để chê , vai chị phiến cameo có mấy chục giây cũng lôi vô chê ...",facebook_new,none,none,positive,none,none,none,0.85
37bad75413a0,"vì mấy chục giây đó thay_vì xây_dựng tâm_lý thì lại lôi vào để pha hài nhảm . toàn_bộ cameo trong phim này dư_thừa , không chịu tập_trung nội_dung phim mà toàn nhân_vật phụ vô_tội_vạ .",facebook_new,negative,negative,none,none,none,none,0.92
94761a07e977,"mình không chê chị phiến , mình chê tư_duy làm phim . bạn thấy đã hợp_lý để được quyền “ chê ” mà không rặn chưa ?",facebook_new,none,none,none,negative,none,none,0.88
bdd65551ebc6,"chị phiến , pháp kiều , ... v . v mình thấy thêm vào đều câu giờ khiến phim lan_man , vấn_đề nó ở sẵn đấy chứ mình có tự đẻ nó ra đâu ?",facebook_new,negative,negative,none,none,none,none,0.88
c66caeed792e,"thấy dở thì chê , chả nhẽ phải khen ? thế tôi bảo ông là  ráng rặn ra để bao_biện phim dở ",facebook_new,negative,none,none,none,none,none,0.92
a7a4f95b051f,sau 2 năm bị fomo xem mai với bộ 4 tao năm nay ở nhà vui ),facebook_new,negative,none,none,none,none,none,0.85
72ca90c36be8,cái kịch_bản dùng mấy tháng viết thì chỉ có v,facebook_new,none,negative,none,none,none,none,0.88
da31cccd3765,", thà coi mấy bộ như mưa đỏ hay huyền tình dạ trạch toi thấy đỡ phí tiền",facebook_new,negative,none,none,none,none,none,0.88
c8863dbf4043,bộ 4 là thảm_hoá phim rác,facebook_new,negative,none,none,none,none,none,0.98
f8db98b9c1e0,chuẩn bài ồn_ào nhức hết cả đầu xem tạp_kỹ thì được,facebook_new,negative,none,none,none,negative,none,0.85
53cd9a2508e6,"xem phim có văn mai hương , quỳnh anh shin và c ngọc mắt to .",facebook_new,none,none,neutral,none,none,none,0.92
